gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,Yes,Yes,Yes,60,No,No,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),77.04,7784.04,No
Male,No,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,98.17,6430.4,Yes
Male,Yes,No,Yes,65,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.69,7149.22,Yes
Female,No,No,Yes,43,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.81,7236.18,No
Male,Yes,No,Yes,35,No,No,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),60.3,9226.13,Yes
Female,Yes,No,No,71,No,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.01,8852.68,No
Male,No,No,No,65,No,No,No,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),72.85,8605.1,Yes
Female,No,Yes,No,20,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),61.2,5177.82,No
Male,No,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),91.89,6428.25,Yes
Female,Yes,No,No,62,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.23,1378.96,Yes
Male,No,No,No,27,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,47.11,6455.09,Yes
Female,Yes,Yes,No,66,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),50.98,1771.21,Yes
Female,No,Yes,No,57,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.99,9066.33,Yes
Male,Yes,No,Yes,67,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),47.17,8693.8,Yes
Male,Yes,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.21,7963.52,No
Female,No,Yes,Yes,64,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),57.74,2182.76,No
Female,Yes,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,81.65,7183.28,No
Female,Yes,Yes,No,47,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),70.93,9335.47,No
Male,No,No,No,21,No,Yes,No,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),50.95,6519.82,No
Female,No,No,No,39,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.52,9888.76,No
Female,Yes,Yes,Yes,12,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,26.68,93.04,Yes
Male,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,88.77,9423.87,No
Male,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),73.49,4825.93,No
Male,Yes,Yes,No,45,Yes,Yes,No,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,30.81,5208.27,Yes
Male,No,No,Yes,69,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),84.2,1377.85,No
Female,No,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,62.28,3660.03,No
Male,Yes,No,Yes,65,No,No phone service,No,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,80.74,4316,No
Female,No,Yes,Yes,13,No,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),109.56,4966.97,Yes
Male,Yes,No,Yes,5,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),92.75,950.52,Yes
Female,Yes,No,No,25,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,101.06,82.79,Yes
Male,No,Yes,Yes,60,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,74.17,1970.55,No
Female,No,No,Yes,61,No,No,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60.37,423.13,No
Female,Yes,Yes,Yes,61,Yes,No phone service,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),25.81,3330.22,Yes
Female,No,Yes,Yes,47,No,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.65,4308.3,No
Female,Yes,Yes,Yes,26,No,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),88.8,3598.03,No
Female,No,No,No,58,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,113.36,5113.97,Yes
Female,No,No,No,36,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,94.69,5856.75,Yes
Female,No,No,Yes,55,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,106.73,6861.01,Yes
Female,Yes,Yes,No,11,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),114.25,1450.4,Yes
Male,No,No,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),27.37,3079.14,No
Female,Yes,No,No,5,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),72.9,2843.8,Yes
Female,Yes,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),91.59,5315.85,Yes
Female,No,No,Yes,16,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,101.52,7944.16,No
Male,Yes,No,No,25,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.79,7086.4,No
Male,No,No,Yes,30,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,41.53,7601.88,No
Male,Yes,No,No,35,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.55,9500.3,Yes
Female,Yes,Yes,No,13,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,36.35,3113.8,No
Male,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),67.13,2430.72,No
Female,No,No,No,6,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,67.73,4088.75,No
Female,No,No,No,47,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),89.45,1285.08,No
Male,No,No,Yes,38,Yes,No,No,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),44.95,8012.5,Yes
Female,Yes,No,Yes,58,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,22.1,2998.12,Yes
Male,No,No,No,12,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.5,5662.99,No
Female,Yes,No,No,70,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,24.62,7931.3,Yes
Male,Yes,Yes,No,27,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,102.48,292.45,Yes
Female,No,No,No,41,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.82,8839.73,No
Female,No,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),103.52,7829.96,Yes
Female,Yes,No,No,23,No,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,111.3,7611.09,No
Female,Yes,Yes,No,1,No,No,No,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),66.7,8988.52,Yes
Female,Yes,No,No,44,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.66,5146.01,No
Female,Yes,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,65.8,9357.7,Yes
Female,Yes,No,No,70,Yes,No,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),58,3078.14,Yes
Male,Yes,Yes,Yes,13,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),110.69,3211.12,No
Male,No,Yes,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),62.06,9337.05,Yes
Male,No,Yes,Yes,65,Yes,No,No,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),26.79,2201.72,No
Male,No,Yes,Yes,71,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.13,2757.94,Yes
Male,No,Yes,No,4,No,No phone service,No,No,No,No,Yes,No,No,One year,Yes,Mailed check,79.6,262.36,Yes
Female,No,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.42,6438.85,No
Male,Yes,Yes,No,68,Yes,Yes,No,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),78.8,6237.05,No
Female,No,No,No,44,No,No phone service,No,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,75.99,9533.6,No
Female,Yes,Yes,No,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.86,248.64,Yes
Male,Yes,No,Yes,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,68.65,8728.94,No
Female,Yes,Yes,No,23,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,41.15,3845.47,No
Female,Yes,Yes,No,34,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.35,8563.84,Yes
Male,Yes,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),65.41,8377.47,No
Female,No,No,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,97.25,3439.95,No
Female,Yes,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.42,8278.86,Yes
Female,No,Yes,No,6,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,49.36,8771.61,No
Male,Yes,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,115.7,8208.15,No
Female,No,No,Yes,5,No,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),48.04,9738.76,Yes
Male,No,No,Yes,25,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),23.3,3103.03,Yes
Male,Yes,No,Yes,3,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,89.03,4580.66,Yes
Female,Yes,Yes,No,14,No,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),92.06,4570.98,No
Male,Yes,No,Yes,16,Yes,Yes,No,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,119.29,665.13,No
Male,No,No,Yes,53,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),81.11,6752.76,Yes
Male,No,Yes,Yes,65,No,No phone service,No,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,69.31,6241.74,Yes
Female,Yes,No,No,28,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),52.97,6590.34,No
Female,Yes,No,Yes,12,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,119.79,7651.3,Yes
Female,No,Yes,No,56,Yes,No phone service,No,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),71.08,1540.06,Yes
Female,No,Yes,No,7,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),112.66,7877.68,No
Female,Yes,No,No,36,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,105.95,4892.95,No
Female,No,Yes,Yes,32,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),29.47,7548.45,Yes
Female,Yes,No,Yes,54,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),78.27,6668.52,Yes
Female,No,Yes,Yes,15,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24.07,2942.98,Yes
Male,No,Yes,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),34.67,1304.67,No
Female,No,No,No,7,Yes,Yes,No,Yes,No,No,No,No,No,One year,No,Credit card (automatic),83.36,4999.96,Yes
Male,Yes,Yes,Yes,56,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.5,8055.28,No
Male,Yes,Yes,No,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.08,3001.33,Yes
Female,No,No,Yes,26,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.25,6813.84,Yes
Female,Yes,No,Yes,15,No,No phone service,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),48.47,891.81,No
Male,Yes,Yes,No,49,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,90.62,6531.86,No
Female,No,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,43.72,4816.02,No
Female,Yes,No,No,11,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),35.27,2735.56,No
Male,Yes,No,Yes,21,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.27,3271.59,Yes
Male,Yes,Yes,Yes,44,No,No,No,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.71,9219.05,No
Female,Yes,Yes,No,72,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),71.89,2834.68,Yes
Male,No,Yes,Yes,17,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),61.18,2307.63,No
Female,No,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),37.95,7017.18,No
Female,Yes,No,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),116.82,2917.81,No
Male,Yes,No,Yes,52,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.42,1432.24,No
Female,No,No,Yes,19,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,41.52,1283.56,Yes
Male,No,No,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,116.38,3859.92,Yes
Male,No,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),96.98,3226.24,No
Male,Yes,No,No,7,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,107.86,8423.64,No
Male,Yes,Yes,Yes,9,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,67.51,2860.23,No
Male,No,Yes,Yes,57,Yes,Yes,No,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,116.06,4074.91,No
Female,Yes,No,Yes,47,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.73,5908.34,Yes
Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.8,1187.94,No
Female,Yes,Yes,Yes,29,No,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,110.19,4236.74,No
Male,Yes,No,No,9,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,38.82,6907.66,Yes
Female,Yes,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.57,9523.3,Yes
Male,Yes,No,Yes,2,No,No phone service,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.64,4421.66,No
Female,No,Yes,Yes,21,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,63.45,3079.43,Yes
Female,Yes,No,No,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),49.85,4456.41,Yes
Male,Yes,No,No,11,No,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.38,4334.28,Yes
Female,Yes,No,No,23,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,42.24,7075.9,No
Male,No,Yes,Yes,25,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),82.75,6063.52,Yes
Male,Yes,No,No,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),65.72,1917.21,No
Female,Yes,No,Yes,10,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.88,4678.88,Yes
Female,Yes,Yes,Yes,40,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),21.43,3523.02,Yes
Male,No,Yes,No,7,No,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),77.84,9572.13,Yes
Female,Yes,No,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,108.29,5769.36,No
Female,Yes,Yes,Yes,51,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,31.79,1758.46,Yes
Male,Yes,No,Yes,54,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.97,7487.06,Yes
Female,Yes,Yes,No,3,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,108.48,6270.97,Yes
Female,Yes,Yes,Yes,27,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.62,7346.4,Yes
Female,Yes,No,Yes,3,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.82,4417.92,No
Male,No,No,No,6,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,94.97,7849.58,Yes
Male,No,Yes,Yes,7,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108,427.95,Yes
Female,Yes,No,No,60,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),21.89,5612.65,No
Male,No,No,No,66,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,28.14,7572.61,Yes
Male,No,No,No,17,No,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),61.07,9208.98,Yes
Male,No,No,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,119.7,9356.57,No
Male,No,Yes,No,34,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),85.43,1908.84,Yes
Female,No,No,No,43,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),46.41,1718.7,No
Male,No,No,Yes,27,No,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,62.27,5207.08,Yes
Female,No,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.13,2493.88,Yes
Female,No,No,Yes,3,No,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,61.51,4885.05,Yes
Male,Yes,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,26.81,2102.82,No
Male,No,Yes,No,39,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,92.24,2358.39,Yes
Male,Yes,No,No,48,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,119.41,714.65,Yes
Female,No,Yes,Yes,35,No,No phone service,No,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,42.26,69.43,No
Male,No,Yes,Yes,50,Yes,No phone service,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,53.46,7128.2,Yes
Female,No,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),63.24,7936.18,No
Male,No,Yes,No,38,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,46.45,886.77,Yes
Female,Yes,No,No,65,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,39.3,114.4,Yes
Male,No,No,Yes,56,No,No phone service,No,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,105.01,7697.61,Yes
Male,No,No,Yes,8,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.42,4706.89,Yes
Male,No,Yes,Yes,67,Yes,Yes,No,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),91.81,6819.44,No
Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),30,7716.24,No
Female,Yes,No,No,69,No,No phone service,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,51.58,5138.01,No
Male,Yes,No,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),26.65,3414.91,Yes
Female,Yes,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),87.9,258.9,Yes
Male,No,No,No,16,No,No,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.41,9296.47,Yes
Male,Yes,Yes,No,59,No,Yes,No,Yes,No,No,No,No,No,Two year,Yes,Mailed check,110.87,6226.64,No
Male,Yes,Yes,Yes,7,No,No phone service,No,No,No,No,No,Yes,No,Two year,Yes,Electronic check,61.06,5839.49,No
Male,Yes,Yes,Yes,8,Yes,No phone service,No,No,Yes,Yes,No,No,No,One year,No,Mailed check,106.55,7102.61,No
Male,Yes,Yes,Yes,40,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),105.87,5855.06,Yes
Male,Yes,No,Yes,59,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Electronic check,115.25,9392.29,Yes
Female,No,Yes,No,32,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.34,9642.43,No
Female,No,No,Yes,36,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,116.46,691.89,Yes
Female,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),46.73,7538.11,Yes
Female,Yes,No,Yes,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.55,4034.09,Yes
Male,No,Yes,No,14,Yes,Yes,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,79.69,4630.39,Yes
Male,Yes,Yes,No,45,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,53.05,4629.64,No
Male,No,No,No,57,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.77,4054.27,No
Male,Yes,No,Yes,9,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,107.16,595.99,Yes
Female,Yes,No,No,19,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.65,4753.53,No
Female,Yes,Yes,No,19,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,32.01,1581.77,No
Male,Yes,Yes,No,9,No,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),53.82,6000.98,Yes
Female,No,No,Yes,63,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,93.54,2289.08,No
Male,Yes,No,No,54,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,71.72,1127.48,Yes
Female,No,No,No,14,No,No phone service,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),52.92,8232.75,Yes
Male,No,Yes,Yes,7,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.88,3130.99,Yes
Female,No,Yes,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.15,4476.3,Yes
Female,Yes,Yes,Yes,66,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.54,6678.54,No
Male,No,Yes,No,45,No,No,No,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),97.29,7957.89,No
Male,No,No,Yes,18,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,111.08,9894.9,Yes
Female,No,No,Yes,3,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,63.7,598.84,Yes
Male,Yes,Yes,No,57,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.59,1077.01,Yes
Female,Yes,Yes,No,68,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,97.27,8893.19,No
Female,Yes,No,Yes,58,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,104.16,6625.14,Yes
Male,No,Yes,No,35,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),108.73,5288.26,Yes
Female,No,Yes,Yes,53,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,118.02,4892.7,No
Female,Yes,Yes,No,24,No,No,No,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),108.26,8050.86,Yes
Male,Yes,Yes,No,69,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,46.21,1691.39,No
